id-sum;anio;mes;dia;fecha;franja;tipo;subtipo;uso_arma;uso_moto;barrio;comuna;latitud;longitud;cantidad
106744;2023;MARZO;VIERNES;3/3/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,642841;-58,375399;1
106745;2023;AGOSTO;VIERNES;18/8/2023;9;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643128;-58,375424;1
106746;2023;SEPTIEMBRE;SABADO;30/9/2023;4;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643128;-58,375424;1
106747;2023;MAYO;MARTES;9/5/2023;16;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643113;-58,375443;1
106748;2023;MAYO;DOMINGO;14/5/2023;22;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643128;-58,375424;1
106749;2023;DICIEMBRE;MIERCOLES;13/12/2023;18;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643128;-58,375424;1
106750;2023;MARZO;MIERCOLES;29/3/2023;5;Robo;Robo total;SI;SI;BARRACAS;CC-04;-34,649678;-58,389133;1
106751;2023;SEPTIEMBRE;SABADO;9/9/2023;3;Robo;Robo automotor;NO;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106752;2023;SEPTIEMBRE;MARTES;26/9/2023;7;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649017;-58,389291;1
106753;2023;SEPTIEMBRE;SABADO;30/9/2023;7;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649589;-58,387489;1
106754;2023;MAYO;LUNES;22/5/2023;11;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106755;2023;JUNIO;JUEVES;8/6/2023;16;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106756;2023;JULIO;MARTES;11/7/2023;16;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649688;-58,38915;1
106757;2023;JULIO;LUNES;31/7/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,649017;-58,389291;1
106758;2023;JULIO;DOMINGO;30/7/2023;19;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106759;2023;AGOSTO;LUNES;28/8/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,649017;-58,389291;1
106760;2023;SEPTIEMBRE;LUNES;4/9/2023;8;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64928299;-58,38917941;1
106761;2023;OCTUBRE;VIERNES;6/10/2023;22;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64963328;-58,3891685;1
106762;2023;NOVIEMBRE;LUNES;20/11/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106763;2023;NOVIEMBRE;JUEVES;30/11/2023;22;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64966444;-58,38904518;1
106764;2023;FEBRERO;DOMINGO;12/2/2023;22;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,649678;-58,389133;1
106765;2023;SEPTIEMBRE;MARTES;26/9/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64928299;-58,38917941;1
106766;2023;SEPTIEMBRE;LUNES;11/9/2023;18;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64922733;-58,37811559;1
106767;2023;ENERO;LUNES;30/1/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,648984;-58,378062;1
106768;2023;ABRIL;MARTES;11/4/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,650711;-58,379139;1
106769;2023;JULIO;DOMINGO;9/7/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,650711;-58,379139;1
106770;2023;NOVIEMBRE;DOMINGO;19/11/2023;15;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,650721;-58,379329;1
106771;2023;JUNIO;MIERCOLES;28/6/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,651158;-58,37625;1
106772;2023;SEPTIEMBRE;VIERNES;8/9/2023;11;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,65123633;-58,37626544;1
106773;2023;ENERO;MIERCOLES;25/1/2023;9;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,65122747;-58,37894535;1
106774;2023;OCTUBRE;MIERCOLES;4/10/2023;18;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,641481;-58,372804;1
106775;2023;ENERO;LUNES;9/1/2023;7;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,641481;-58,372804;1
106776;2023;FEBRERO;LUNES;6/2/2023;14;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,641733;-58,372818;1
106777;2023;MARZO;LUNES;6/3/2023;4;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,641481;-58,372804;1
106778;2023;MARZO;SABADO;11/3/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,641733;-58,372818;1
106779;2023;NOVIEMBRE;VIERNES;10/11/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,641733;-58,372818;1
106780;2023;NOVIEMBRE;VIERNES;17/11/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,641481;-58,372804;1
106781;2023;AGOSTO;DOMINGO;27/8/2023;9;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64129;-58,372898;1
106782;2023;ENERO;DOMINGO;22/1/2023;18;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,639379;-58,374359;1
106783;2023;ENERO;JUEVES;19/1/2023;8;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,639754;-58,374292;1
106784;2023;ENERO;SABADO;21/1/2023;21;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,639379;-58,374359;1
106785;2023;MARZO;DOMINGO;19/3/2023;4;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,639537;-58,374544;1
106786;2023;SEPTIEMBRE;VIERNES;15/9/2023;9;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,63996825;-58,37436061;1
106787;2023;SEPTIEMBRE;JUEVES;28/9/2023;21;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,63896697;-58,37453848;1
106788;2023;OCTUBRE;DOMINGO;29/10/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,639562;-58,374325;1
106789;2023;NOVIEMBRE;VIERNES;3/11/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64002671;-58,3743497;1
106790;2023;DICIEMBRE;VIERNES;15/12/2023;12;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,63997475;-58,37435939;1
106791;2023;ENERO;MARTES;24/1/2023;4;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,651203;-58,389008;1
106792;2023;MARZO;MIERCOLES;1/3/2023;7;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,651203;-58,389008;1
106793;2023;SEPTIEMBRE;JUEVES;28/9/2023;19;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,651203;-58,389008;1
106794;2023;MAYO;JUEVES;11/5/2023;4;Robo;Robo total;NO;NO;RECOLETA;CC-02;-34,59714286;-58,38795125;1
106795;2023;OCTUBRE;JUEVES;12/10/2023;21;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,651203;-58,389008;1
106796;2023;ENERO;LUNES;2/1/2023;14;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,651203;-58,389008;1
106797;2023;NOVIEMBRE;DOMINGO;5/11/2023;20;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,642398;-58,379519;1
106798;2023;FEBRERO;MARTES;7/2/2023;22;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646644;-58,373031;1
106799;2023;MARZO;SABADO;25/3/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646644;-58,373031;1
106800;2023;MARZO;SABADO;25/3/2023;10;Robo;Robo total;SI;SI;BARRACAS;CC-04;-34,646644;-58,373031;1
106801;2023;JULIO;MIERCOLES;12/7/2023;17;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646644;-58,373031;1
106802;2023;NOVIEMBRE;MARTES;21/11/2023;3;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646644;-58,373031;1
106803;2023;AGOSTO;SABADO;12/8/2023;0;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646284;-58,378203;1
106804;2023;MARZO;JUEVES;2/3/2023;14;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646391;-58,378227;1
106805;2023;MARZO;VIERNES;10/3/2023;8;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,64915478;-58,37817128;1
106806;2023;OCTUBRE;MIERCOLES;11/10/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646395;-58,378237;1
106807;2023;OCTUBRE;DOMINGO;8/10/2023;21;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,64921;-58,37818;1
106808;2023;ABRIL;SABADO;1/4/2023;1;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646395;-58,378237;1
106809;2023;OCTUBRE;SABADO;7/10/2023;6;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,644126;-58,376181;1
106810;2023;MARZO;MIERCOLES;15/3/2023;12;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644063;-58,375004;1
106811;2023;MARZO;MARTES;21/3/2023;10;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,644063;-58,375004;1
106812;2023;ABRIL;DOMINGO;16/4/2023;0;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,652649;-58,379883;1
106813;2023;SEPTIEMBRE;SABADO;9/9/2023;16;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,650619;-58,379941;1
106814;2023;OCTUBRE;MIERCOLES;18/10/2023;4;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,650679;-58,379919;1
106815;2023;OCTUBRE;VIERNES;27/10/2023;13;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,647623;-58,379939;1
106816;2023;AGOSTO;MIERCOLES;23/8/2023;21;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,647422;-58,38001;1
106817;2023;AGOSTO;DOMINGO;27/8/2023;2;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,652649;-58,379883;1
106818;2023;ABRIL;MIERCOLES;12/4/2023;14;Hurto;Hurto total;NO;NO;BOCA;CC-04;-34,638247;-58,369558;1
106819;2023;JUNIO;MIERCOLES;14/6/2023;19;Hurto;Hurto total;NO;NO;BOCA;CC-04;-34,63825644;-58,36955642;1
106820;2023;JULIO;MIERCOLES;26/7/2023;3;Robo;Robo total;NO;NO;BOCA;CC-04;-34,638269;-58,369539;1
106821;2023;AGOSTO;MARTES;22/8/2023;9;Hurto;Hurto total;NO;NO;BOCA;CC-04;-34,638525;-58,369576;1
106822;2023;SEPTIEMBRE;MIERCOLES;6/9/2023;20;Hurto;Hurto total;NO;NO;BOCA;CC-04;-34,638015;-58,369579;1
106823;2023;OCTUBRE;JUEVES;26/10/2023;9;Hurto;Hurto total;NO;NO;BOCA;CC-04;-34,638269;-58,369539;1
106824;2023;ABRIL;MARTES;4/4/2023;11;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,648358;-58,379634;1
106825;2023;MAYO;MARTES;16/5/2023;9;Robo;Robo total;SI;SI;BARRACAS;CC-04;-34,648358;-58,379634;1
106826;2023;OCTUBRE;VIERNES;20/10/2023;9;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643841;-58,374379;1
106827;2023;SEPTIEMBRE;SABADO;23/9/2023;18;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,651096;-58,377536;1
106828;2023;ABRIL;MIERCOLES;19/4/2023;19;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,651257;-58,377476;1
106829;2023;MAYO;JUEVES;18/5/2023;14;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,651543;-58,377507;1
106830;2023;OCTUBRE;DOMINGO;1/10/2023;15;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,65146;-58,377341;1
106831;2023;DICIEMBRE;LUNES;4/12/2023;0;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,650922;-58,377482;1
106832;2023;DICIEMBRE;VIERNES;29/12/2023;20;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,651491;-58,377274;1
106833;2023;JUNIO;MIERCOLES;14/6/2023;1;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,651358;-58,377324;1
106834;2023;MAYO;LUNES;29/5/2023;6;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,647187;-58,374817;1
106835;2023;AGOSTO;SABADO;12/8/2023;6;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,647187;-58,374817;1
106836;2023;AGOSTO;VIERNES;18/8/2023;11;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,647187;-58,374817;1
106837;2023;OCTUBRE;JUEVES;19/10/2023;20;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,647187;-58,374817;1
106838;2023;NOVIEMBRE;MIERCOLES;15/11/2023;8;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64715222;-58,37659111;1
106839;2023;ENERO;LUNES;23/1/2023;9;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,647129;-58,374857;1
106840;2023;JULIO;LUNES;10/7/2023;6;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,647646;-58,383264;1
106841;2023;MARZO;LUNES;6/3/2023;20;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,648;-58,383207;1
106842;2023;JUNIO;MARTES;27/6/2023;18;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646441;-58,378608;1
106843;2023;ABRIL;LUNES;10/4/2023;0;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,64659;-58,37909;1
106844;2023;DICIEMBRE;MARTES;19/12/2023;7;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,64659;-58,37909;1
106845;2023;JUNIO;DOMINGO;4/6/2023;2;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646466;-58,378714;1
106846;2023;MAYO;VIERNES;12/5/2023;13;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64443265;-58,37512026;1
106847;2023;MAYO;MIERCOLES;10/5/2023;7;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,644395;-58,375176;1
106848;2023;JUNIO;VIERNES;2/6/2023;22;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644419;-58,375144;1
106849;2023;OCTUBRE;JUEVES;12/10/2023;6;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,644395;-58,375176;1
106850;2023;MARZO;SABADO;11/3/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,63915646;-58,37530838;1
106851;2023;OCTUBRE;MIERCOLES;18/10/2023;19;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,645245;-58,37583;1
106852;2023;DICIEMBRE;LUNES;18/12/2023;21;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64543;-58,37579759;1
106853;2023;MARZO;DOMINGO;19/3/2023;22;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,647276;-58,382297;1
106854;2023;DICIEMBRE;VIERNES;1/12/2023;6;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,647376;-58,382313;1
106855;2023;ABRIL;DOMINGO;9/4/2023;23;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64052;-58,375653;1
106856;2023;MAYO;LUNES;8/5/2023;18;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,640617;-58,375703;1
106857;2023;ENERO;JUEVES;12/1/2023;5;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,65315586;-58,37974294;1
106858;2023;AGOSTO;VIERNES;4/8/2023;12;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,645056;-58,378874;1
106859;2023;SEPTIEMBRE;MARTES;26/9/2023;20;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,6454143;-58,37863138;1
106860;2023;OCTUBRE;MARTES;10/10/2023;20;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,645431;-58,378594;1
106861;2023;ABRIL;MIERCOLES;26/4/2023;10;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,647376;-58,382313;1
106862;2023;SEPTIEMBRE;JUEVES;14/9/2023;0;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,647453;-58,382462;1
106863;2023;OCTUBRE;DOMINGO;22/10/2023;20;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649742;-58,380796;1
106864;2023;NOVIEMBRE;JUEVES;30/11/2023;0;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,649772;-58,38148;1
106865;2023;AGOSTO;DOMINGO;13/8/2023;23;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,645665;-58,373211;1
106866;2023;MARZO;DOMINGO;26/3/2023;17;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,645691;-58,373342;1
106867;2023;MAYO;LUNES;1/5/2023;8;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,645691;-58,373342;1
106868;2023;ENERO;MIERCOLES;18/1/2023;15;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643763;-58,374442;1
106869;2023;ENERO;LUNES;30/1/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643841;-58,374379;1
106870;2023;MARZO;DOMINGO;19/3/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64371775;-58,37418015;1
106871;2023;SEPTIEMBRE;MIERCOLES;6/9/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64371115;-58,37415593;1
106872;2023;OCTUBRE;JUEVES;12/10/2023;17;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,640305;-58,3743;1
106873;2023;JULIO;LUNES;17/7/2023;18;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,640293;-58,3743;1
106874;2023;OCTUBRE;MARTES;3/10/2023;17;Robo;Robo total;NO;SI;BARRACAS;CC-04;-34,64039284;-58,37428158;1
106875;2023;DICIEMBRE;VIERNES;29/12/2023;13;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,640651;-58,374346;1
106876;2023;MARZO;VIERNES;3/3/2023;2;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,639754;-58,374292;1
106877;2023;MARZO;MIERCOLES;15/3/2023;14;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64057;-58,374248;1
106878;2023;MAYO;MARTES;16/5/2023;22;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,64021506;-58,37431454;1
106879;2023;MAYO;SABADO;27/5/2023;15;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64030658;-58,37435749;1
106880;2023;JUNIO;JUEVES;29/6/2023;20;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,640293;-58,3743;1
106881;2023;JULIO;LUNES;24/7/2023;21;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64057;-58,374248;1
106882;2023;AGOSTO;VIERNES;11/8/2023;15;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64057;-58,374248;1
106883;2023;SEPTIEMBRE;MIERCOLES;27/9/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,640305;-58,3743;1
106884;2023;OCTUBRE;DOMINGO;22/10/2023;21;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,640112;-58,374446;1
106885;2023;NOVIEMBRE;JUEVES;30/11/2023;16;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64057;-58,374248;1
106886;2023;AGOSTO;LUNES;21/8/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,640325;-58,374187;1
106887;2023;SEPTIEMBRE;DOMINGO;10/9/2023;22;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,641032;-58,374272;1
106888;2023;FEBRERO;JUEVES;16/2/2023;14;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,646895;-58,373707;1
106889;2023;MARZO;JUEVES;23/3/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,646679;-58,37316;1
106890;2023;OCTUBRE;JUEVES;12/10/2023;12;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646679;-58,37316;1
106891;2023;DICIEMBRE;VIERNES;1/12/2023;20;Robo;Robo automotor;NO;NO;BARRACAS;CC-04;-34,646679;-58,37316;1
106892;2023;ABRIL;SABADO;29/4/2023;23;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64693938;-58,37426194;1
106893;2023;MAYO;MIERCOLES;24/5/2023;21;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646883;-58,374288;1
106894;2023;FEBRERO;JUEVES;2/2/2023;0;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,648409;-58,37415;1
106895;2023;NOVIEMBRE;SABADO;25/11/2023;18;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64414235;-58,37358315;1
106896;2023;ENERO;DOMINGO;29/1/2023;21;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64398;-58,373395;1
106897;2023;ENERO;JUEVES;12/1/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643761;-58,373409;1
106898;2023;ABRIL;MIERCOLES;12/4/2023;13;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643168;-58,373871;1
106899;2023;ABRIL;MARTES;18/4/2023;20;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,644138;-58,373365;1
106900;2023;JUNIO;VIERNES;9/6/2023;17;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64364;-58,373659;1
106901;2023;JULIO;MARTES;18/7/2023;15;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644506;-58,373565;1
106902;2023;AGOSTO;JUEVES;17/8/2023;19;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644138;-58,373365;1
106903;2023;AGOSTO;JUEVES;17/8/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64364;-58,373659;1
106904;2023;MAYO;VIERNES;26/5/2023;4;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644676;-58,373263;1
106905;2023;DICIEMBRE;MIERCOLES;6/12/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64526303;-58,37335694;1
106906;2023;DICIEMBRE;VIERNES;8/12/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643618;-58,373689;1
106907;2023;DICIEMBRE;MIERCOLES;27/12/2023;22;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643618;-58,373689;1
106908;2023;MAYO;MIERCOLES;10/5/2023;19;Robo;Robo total;SI;NO;BARRACAS;CC-04;-34,64295;-58,373663;1
106909;2023;JUNIO;SABADO;24/6/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,645261;-58,373422;1
106910;2023;OCTUBRE;MARTES;24/10/2023;10;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643377;-58,373584;1
106911;2023;MARZO;VIERNES;3/3/2023;6;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,650762;-58,383417;1
106912;2023;MAYO;MARTES;2/5/2023;22;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,654083;-58,383377;1
106913;2023;AGOSTO;VIERNES;18/8/2023;7;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,648741;-58,38103;1
106914;2023;MAYO;SABADO;13/5/2023;14;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,64192;-58,378146;1
106915;2023;DICIEMBRE;LUNES;25/12/2023;1;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64082096;-58,37801076;1
106916;2023;MARZO;SABADO;25/3/2023;19;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,647947;-58,372955;1
106917;2023;JUNIO;VIERNES;23/6/2023;20;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644884;-58,378561;1
106918;2023;OCTUBRE;LUNES;16/10/2023;11;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,648008;-58,378003;1
106919;2023;OCTUBRE;DOMINGO;15/10/2023;18;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64723;-58,37532;1
106920;2023;MARZO;MARTES;28/3/2023;19;Hurto;Hurto automotor;NO;NO;BARRACAS;CC-04;-34,64727242;-58,37548121;1
106921;2023;FEBRERO;VIERNES;3/2/2023;9;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,651568;-58,37877;1
106922;2023;ABRIL;MARTES;18/4/2023;16;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,65311356;-58,37870389;1
106923;2023;JULIO;VIERNES;7/7/2023;13;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,647548;-58,376454;1
106924;2023;AGOSTO;MARTES;22/8/2023;8;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,645633;-58,376512;1
106925;2023;JUNIO;MARTES;13/6/2023;6;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,650123;-58,377779;1
106926;2023;JUNIO;MARTES;27/6/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,65015206;-58,37778102;1
106927;2023;SEPTIEMBRE;LUNES;18/9/2023;9;Robo;Robo total;SI;SI;BARRACAS;CC-04;-34,650448;-58,376576;1
106928;2023;FEBRERO;MARTES;14/2/2023;14;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,64291;-58,377189;1
106929;2023;MAYO;MARTES;16/5/2023;13;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,645691;-58,373342;1
106930;2023;SEPTIEMBRE;JUEVES;21/9/2023;18;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,648574;-58,375387;1
106931;2023;DICIEMBRE;MARTES;19/12/2023;12;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,648574;-58,375387;1
106932;2023;MARZO;DOMINGO;26/3/2023;17;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,643614;-58,37836;1
106933;2023;JULIO;VIERNES;21/7/2023;19;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643614;-58,37836;1
106934;2023;SEPTIEMBRE;MIERCOLES;20/9/2023;15;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,643504;-58,378313;1
106935;2023;ENERO;LUNES;23/1/2023;22;Robo;Robo total;SI;SI;BARRACAS;CC-04;-34,64492;-58,378891;1
106936;2023;FEBRERO;MARTES;28/2/2023;4;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64492;-58,378891;1
106937;2023;JUNIO;LUNES;5/6/2023;11;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64492;-58,378891;1
106938;2023;JULIO;JUEVES;20/7/2023;15;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,64492;-58,378891;1
106939;2023;ENERO;JUEVES;26/1/2023;12;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,644836;-58,378367;1
106940;2023;JULIO;DOMINGO;2/7/2023;23;Hurto;Hurto total;NO;NO;BARRACAS;CC-04;-34,646125;-58,37689;1
106941;2023;MAYO;SABADO;27/5/2023;1;Robo;Robo total;NO;NO;BARRACAS;CC-04;-34,652929;-58,38295;1
